start_station_id,start_station_name,end_station_id,end_station_name,total_trips
41,Clay at Battery,45,Commercial at Montgomery,42
41,Clay at Battery,51,Embarcadero at Folsom,40
41,Clay at Battery,50,Harry Bridges Plaza (Ferry Building),167
41,Clay at Battery,49,Spear at Folsom,89
41,Clay at Battery,48,Embarcadero at Vallejo,67
41,Clay at Battery,55,Temporary Transbay Terminal (Howard at Beale),314
41,Clay at Battery,54,Embarcadero at Bryant,96
41,Clay at Battery,59,Golden Gate at Polk,47
41,Clay at Battery,58,San Francisco City Hall,16
41,Clay at Battery,57,5th at Howard,77
41,Clay at Battery,56,Beale at Market,80
41,Clay at Battery,63,Howard at 2nd,92
41,Clay at Battery,62,2nd at Folsom,78
41,Clay at Battery,61,2nd at Townsend,333
41,Clay at Battery,60,Embarcadero at Sansome,402
46,Washington at Kearney,68,Yerba Buena Center of the Arts (3rd @ Howard),38
46,Washington at Kearney,69,San Francisco Caltrain 2 (330 Townsend),117
46,Washington at Kearney,70,San Francisco Caltrain (Townsend at 4th),132
46,Washington at Kearney,71,Powell at Post (Union Square),90
46,Washington at Kearney,64,2nd at South Park,63
46,Washington at Kearney,65,Townsend at 7th,60
46,Washington at Kearney,66,South Van Ness at Market,27
46,Washington at Kearney,67,Market at 10th,49
46,Washington at Kearney,76,Market at 4th,131
46,Washington at Kearney,77,Market at Sansome,109
46,Washington at Kearney,72,Civic Center BART (7th at Market),47
46,Washington at Kearney,73,Grant Avenue at Columbus Avenue,68
46,Washington at Kearney,74,Steuart at Market,36
46,Washington at Kearney,75,Mechanics Plaza (Market at Battery),121
46,Washington at Kearney,82,Broadway St at Battery St,96
46,Washington at Kearney,39,Powell Street BART,232
46,Washington at Kearney,42,Davis at Jackson,33
46,Washington at Kearney,41,Clay at Battery,44
46,Washington at Kearney,46,Washington at Kearney,130
46,Washington at Kearney,47,Post at Kearney,94
46,Washington at Kearney,45,Commercial at Montgomery,17
46,Washington at Kearney,51,Embarcadero at Folsom,60
46,Washington at Kearney,50,Harry Bridges Plaza (Ferry Building),125
46,Washington at Kearney,49,Spear at Folsom,24
46,Washington at Kearney,48,Embarcadero at Vallejo,69
46,Washington at Kearney,55,Temporary Transbay Terminal (Howard at Beale),99
46,Washington at Kearney,54,Embarcadero at Bryant,42
46,Washington at Kearney,59,Golden Gate at Polk,16
46,Washington at Kearney,58,San Francisco City Hall,23
46,Washington at Kearney,57,5th at Howard,45
46,Washington at Kearney,56,Beale at Market,65
46,Washington at Kearney,63,Howard at 2nd,100
46,Washington at Kearney,62,2nd at Folsom,17
46,Washington at Kearney,61,2nd at Townsend,61
46,Washington at Kearney,60,Embarcadero at Sansome,180
47,Post at Kearney,68,Yerba Buena Center of the Arts (3rd @ Howard),56
47,Post at Kearney,69,San Francisco Caltrain 2 (330 Townsend),297
47,Post at Kearney,70,San Francisco Caltrain (Townsend at 4th),512
47,Post at Kearney,71,Powell at Post (Union Square),62
47,Post at Kearney,64,2nd at South Park,300
47,Post at Kearney,65,Townsend at 7th,236
47,Post at Kearney,66,South Van Ness at Market,72
47,Post at Kearney,67,Market at 10th,183
47,Post at Kearney,76,Market at 4th,89
47,Post at Kearney,77,Market at Sansome,29
47,Post at Kearney,72,Civic Center BART (7th at Market),110
47,Post at Kearney,73,Grant Avenue at Columbus Avenue,202
47,Post at Kearney,74,Steuart at Market,198
47,Post at Kearney,75,Mechanics Plaza (Market at Battery),100
47,Post at Kearney,82,Broadway St at Battery St,172
47,Post at Kearney,39,Powell Street BART,108
47,Post at Kearney,42,Davis at Jackson,124
47,Post at Kearney,41,Clay at Battery,75
47,Post at Kearney,46,Washington at Kearney,217
47,Post at Kearney,47,Post at Kearney,86
47,Post at Kearney,45,Commercial at Montgomery,113
47,Post at Kearney,51,Embarcadero at Folsom,56
47,Post at Kearney,50,Harry Bridges Plaza (Ferry Building),282
47,Post at Kearney,49,Spear at Folsom,42
47,Post at Kearney,48,Embarcadero at Vallejo,37
47,Post at Kearney,55,Temporary Transbay Terminal (Howard at Beale),119
47,Post at Kearney,54,Embarcadero at Bryant,91
47,Post at Kearney,59,Golden Gate at Polk,71
47,Post at Kearney,58,San Francisco City Hall,39
47,Post at Kearney,57,5th at Howard,94
47,Post at Kearney,56,Beale at Market,56
47,Post at Kearney,63,Howard at 2nd,112
47,Post at Kearney,62,2nd at Folsom,62
47,Post at Kearney,61,2nd at Townsend,123
47,Post at Kearney,60,Embarcadero at Sansome,180
45,Commercial at Montgomery,68,Yerba Buena Center of the Arts (3rd @ Howard),339
45,Commercial at Montgomery,69,San Francisco Caltrain 2 (330 Townsend),223
45,Commercial at Montgomery,70,San Francisco Caltrain (Townsend at 4th),621
45,Commercial at Montgomery,71,Powell at Post (Union Square),149
45,Commercial at Montgomery,64,2nd at South Park,164
45,Commercial at Montgomery,65,Townsend at 7th,94
45,Commercial at Montgomery,66,South Van Ness at Market,54
45,Commercial at Montgomery,67,Market at 10th,63
45,Commercial at Montgomery,76,Market at 4th,245
45,Commercial at Montgomery,77,Market at Sansome,519
45,Commercial at Montgomery,72,Civic Center BART (7th at Market),98
45,Commercial at Montgomery,73,Grant Avenue at Columbus Avenue,55
45,Commercial at Montgomery,74,Steuart at Market,79
45,Commercial at Montgomery,75,Mechanics Plaza (Market at Battery),264
45,Commercial at Montgomery,82,Broadway St at Battery St,231
45,Commercial at Montgomery,39,Powell Street BART,145
45,Commercial at Montgomery,42,Davis at Jackson,299
45,Commercial at Montgomery,41,Clay at Battery,67
45,Commercial at Montgomery,46,Washington at Kearney,11
45,Commercial at Montgomery,47,Post at Kearney,130
45,Commercial at Montgomery,45,Commercial at Montgomery,122
45,Commercial at Montgomery,51,Embarcadero at Folsom,71
45,Commercial at Montgomery,50,Harry Bridges Plaza (Ferry Building),247
45,Commercial at Montgomery,49,Spear at Folsom,120
45,Commercial at Montgomery,48,Embarcadero at Vallejo,26
45,Commercial at Montgomery,55,Temporary Transbay Terminal (Howard at Beale),543
45,Commercial at Montgomery,54,Embarcadero at Bryant,228
45,Commercial at Montgomery,59,Golden Gate at Polk,13
45,Commercial at Montgomery,58,San Francisco City Hall,105
45,Commercial at Montgomery,57,5th at Howard,131
45,Commercial at Montgomery,56,Beale at Market,101
45,Commercial at Montgomery,63,Howard at 2nd,100
45,Commercial at Montgomery,62,2nd at Folsom,55
45,Commercial at Montgomery,61,2nd at Townsend,173
45,Commercial at Montgomery,60,Embarcadero at Sansome,129
51,Embarcadero at Folsom,68,Yerba Buena Center of the Arts (3rd @ Howard),156
51,Embarcadero at Folsom,69,San Francisco Caltrain 2 (330 Townsend),911
51,Embarcadero at Folsom,70,San Francisco Caltrain (Townsend at 4th),2439
51,Embarcadero at Folsom,71,Powell at Post (Union Square),40
51,Embarcadero at Folsom,64,2nd at South Park,178
51,Embarcadero at Folsom,65,Townsend at 7th,211
51,Embarcadero at Folsom,66,South Van Ness at Market,46
51,Embarcadero at Folsom,67,Market at 10th,44
51,Embarcadero at Folsom,76,Market at 4th,119
51,Embarcadero at Folsom,77,Market at Sansome,166
51,Embarcadero at Folsom,72,Civic Center BART (7th at Market),19
51,Embarcadero at Folsom,73,Grant Avenue at Columbus Avenue,132
51,Embarcadero at Folsom,74,Steuart at Market,238
51,Embarcadero at Folsom,75,Mechanics Plaza (Market at Battery),125
51,Embarcadero at Folsom,82,Broadway St at Battery St,81
51,Embarcadero at Folsom,39,Powell Street BART,37
51,Embarcadero at Folsom,42,Davis at Jackson,61
51,Embarcadero at Folsom,41,Clay at Battery,32
51,Embarcadero at Folsom,46,Washington at Kearney,141
51,Embarcadero at Folsom,47,Post at Kearney,43
51,Embarcadero at Folsom,45,Commercial at Montgomery,85
51,Embarcadero at Folsom,51,Embarcadero at Folsom,143
51,Embarcadero at Folsom,50,Harry Bridges Plaza (Ferry Building),155
51,Embarcadero at Folsom,49,Spear at Folsom,33
51,Embarcadero at Folsom,48,Embarcadero at Vallejo,107
51,Embarcadero at Folsom,55,Temporary Transbay Terminal (Howard at Beale),66
51,Embarcadero at Folsom,54,Embarcadero at Bryant,531
51,Embarcadero at Folsom,59,Golden Gate at Polk,11
51,Embarcadero at Folsom,58,San Francisco City Hall,4
51,Embarcadero at Folsom,57,5th at Howard,49
51,Embarcadero at Folsom,56,Beale at Market,39
51,Embarcadero at Folsom,63,Howard at 2nd,138
51,Embarcadero at Folsom,62,2nd at Folsom,33
51,Embarcadero at Folsom,61,2nd at Townsend,667
51,Embarcadero at Folsom,60,Embarcadero at Sansome,316
50,Harry Bridges Plaza (Ferry Building),68,Yerba Buena Center of the Arts (3rd @ Howard),558
50,Harry Bridges Plaza (Ferry Building),69,San Francisco Caltrain 2 (330 Townsend),737
50,Harry Bridges Plaza (Ferry Building),70,San Francisco Caltrain (Townsend at 4th),1856
50,Harry Bridges Plaza (Ferry Building),71,Powell at Post (Union Square),220
50,Harry Bridges Plaza (Ferry Building),64,2nd at South Park,582
50,Harry Bridges Plaza (Ferry Building),65,Townsend at 7th,685
50,Harry Bridges Plaza (Ferry Building),66,South Van Ness at Market,93
50,Harry Bridges Plaza (Ferry Building),67,Market at 10th,210
50,Harry Bridges Plaza (Ferry Building),76,Market at 4th,327
50,Harry Bridges Plaza (Ferry Building),77,Market at Sansome,399
50,Harry Bridges Plaza (Ferry Building),72,Civic Center BART (7th at Market),59
50,Harry Bridges Plaza (Ferry Building),73,Grant Avenue at Columbus Avenue,249
50,Harry Bridges Plaza (Ferry Building),74,Steuart at Market,65
50,Harry Bridges Plaza (Ferry Building),75,Mechanics Plaza (Market at Battery),295
50,Harry Bridges Plaza (Ferry Building),82,Broadway St at Battery St,181
50,Harry Bridges Plaza (Ferry Building),39,Powell Street BART,343
50,Harry Bridges Plaza (Ferry Building),42,Davis at Jackson,107
50,Harry Bridges Plaza (Ferry Building),41,Clay at Battery,129
50,Harry Bridges Plaza (Ferry Building),46,Washington at Kearney,100
50,Harry Bridges Plaza (Ferry Building),47,Post at Kearney,238
50,Harry Bridges Plaza (Ferry Building),45,Commercial at Montgomery,162
50,Harry Bridges Plaza (Ferry Building),51,Embarcadero at Folsom,99
50,Harry Bridges Plaza (Ferry Building),50,Harry Bridges Plaza (Ferry Building),708
50,Harry Bridges Plaza (Ferry Building),49,Spear at Folsom,155
50,Harry Bridges Plaza (Ferry Building),48,Embarcadero at Vallejo,613
50,Harry Bridges Plaza (Ferry Building),55,Temporary Transbay Terminal (Howard at Beale),265
50,Harry Bridges Plaza (Ferry Building),54,Embarcadero at Bryant,574
50,Harry Bridges Plaza (Ferry Building),59,Golden Gate at Polk,54
50,Harry Bridges Plaza (Ferry Building),58,San Francisco City Hall,52
50,Harry Bridges Plaza (Ferry Building),57,5th at Howard,380
50,Harry Bridges Plaza (Ferry Building),56,Beale at Market,74
50,Harry Bridges Plaza (Ferry Building),63,Howard at 2nd,479
50,Harry Bridges Plaza (Ferry Building),62,2nd at Folsom,422
50,Harry Bridges Plaza (Ferry Building),61,2nd at Townsend,2640
50,Harry Bridges Plaza (Ferry Building),60,Embarcadero at Sansome,3145
49,Spear at Folsom,68,Yerba Buena Center of the Arts (3rd @ Howard),143
49,Spear at Folsom,69,San Francisco Caltrain 2 (330 Townsend),368
49,Spear at Folsom,70,San Francisco Caltrain (Townsend at 4th),812
49,Spear at Folsom,71,Powell at Post (Union Square),49
49,Spear at Folsom,64,2nd at South Park,153
49,Spear at Folsom,65,Townsend at 7th,471
49,Spear at Folsom,66,South Van Ness at Market,38
49,Spear at Folsom,67,Market at 10th,92
49,Spear at Folsom,76,Market at 4th,132
49,Spear at Folsom,77,Market at Sansome,65
49,Spear at Folsom,72,Civic Center BART (7th at Market),36
49,Spear at Folsom,73,Grant Avenue at Columbus Avenue,79
49,Spear at Folsom,74,Steuart at Market,303
49,Spear at Folsom,75,Mechanics Plaza (Market at Battery),116
49,Spear at Folsom,82,Broadway St at Battery St,106
49,Spear at Folsom,39,Powell Street BART,69
49,Spear at Folsom,42,Davis at Jackson,113
49,Spear at Folsom,41,Clay at Battery,77
49,Spear at Folsom,46,Washington at Kearney,24
49,Spear at Folsom,47,Post at Kearney,37
49,Spear at Folsom,45,Commercial at Montgomery,168
49,Spear at Folsom,51,Embarcadero at Folsom,24
49,Spear at Folsom,50,Harry Bridges Plaza (Ferry Building),332
49,Spear at Folsom,49,Spear at Folsom,157
49,Spear at Folsom,48,Embarcadero at Vallejo,85
49,Spear at Folsom,55,Temporary Transbay Terminal (Howard at Beale),69
49,Spear at Folsom,54,Embarcadero at Bryant,110
49,Spear at Folsom,59,Golden Gate at Polk,80
49,Spear at Folsom,58,San Francisco City Hall,11
49,Spear at Folsom,57,5th at Howard,102
49,Spear at Folsom,56,Beale at Market,133
49,Spear at Folsom,63,Howard at 2nd,113
49,Spear at Folsom,62,2nd at Folsom,57
49,Spear at Folsom,61,2nd at Townsend,513
49,Spear at Folsom,60,Embarcadero at Sansome,337
48,Embarcadero at Vallejo,68,Yerba Buena Center of the Arts (3rd @ Howard),27
48,Embarcadero at Vallejo,69,San Francisco Caltrain 2 (330 Townsend),240
48,Embarcadero at Vallejo,70,San Francisco Caltrain (Townsend at 4th),591
48,Embarcadero at Vallejo,71,Powell at Post (Union Square),46
48,Embarcadero at Vallejo,64,2nd at South Park,116
48,Embarcadero at Vallejo,65,Townsend at 7th,46
48,Embarcadero at Vallejo,66,South Van Ness at Market,22
48,Embarcadero at Vallejo,67,Market at 10th,33
48,Embarcadero at Vallejo,76,Market at 4th,99
48,Embarcadero at Vallejo,77,Market at Sansome,47
48,Embarcadero at Vallejo,72,Civic Center BART (7th at Market),29
48,Embarcadero at Vallejo,73,Grant Avenue at Columbus Avenue,79
48,Embarcadero at Vallejo,74,Steuart at Market,910
48,Embarcadero at Vallejo,75,Mechanics Plaza (Market at Battery),69
48,Embarcadero at Vallejo,82,Broadway St at Battery St,37
48,Embarcadero at Vallejo,39,Powell Street BART,69
48,Embarcadero at Vallejo,42,Davis at Jackson,49
48,Embarcadero at Vallejo,41,Clay at Battery,57
48,Embarcadero at Vallejo,46,Washington at Kearney,44
48,Embarcadero at Vallejo,47,Post at Kearney,35
48,Embarcadero at Vallejo,45,Commercial at Montgomery,32
48,Embarcadero at Vallejo,51,Embarcadero at Folsom,137
48,Embarcadero at Vallejo,50,Harry Bridges Plaza (Ferry Building),330
48,Embarcadero at Vallejo,49,Spear at Folsom,50
48,Embarcadero at Vallejo,48,Embarcadero at Vallejo,248
48,Embarcadero at Vallejo,55,Temporary Transbay Terminal (Howard at Beale),322
48,Embarcadero at Vallejo,54,Embarcadero at Bryant,217
48,Embarcadero at Vallejo,59,Golden Gate at Polk,13
48,Embarcadero at Vallejo,58,San Francisco City Hall,9
48,Embarcadero at Vallejo,57,5th at Howard,56
48,Embarcadero at Vallejo,56,Beale at Market,168
48,Embarcadero at Vallejo,63,Howard at 2nd,40
48,Embarcadero at Vallejo,62,2nd at Folsom,17
48,Embarcadero at Vallejo,61,2nd at Townsend,272
48,Embarcadero at Vallejo,60,Embarcadero at Sansome,481
55,Temporary Transbay Terminal (Howard at Beale),68,Yerba Buena Center of the Arts (3rd @ Howard),404
55,Temporary Transbay Terminal (Howard at Beale),69,San Francisco Caltrain 2 (330 Townsend),1186
55,Temporary Transbay Terminal (Howard at Beale),70,San Francisco Caltrain (Townsend at 4th),2184
55,Temporary Transbay Terminal (Howard at Beale),71,Powell at Post (Union Square),64
55,Temporary Transbay Terminal (Howard at Beale),64,2nd at South Park,430
55,Temporary Transbay Terminal (Howard at Beale),65,Townsend at 7th,834
55,Temporary Transbay Terminal (Howard at Beale),66,South Van Ness at Market,361
55,Temporary Transbay Terminal (Howard at Beale),67,Market at 10th,403
55,Temporary Transbay Terminal (Howard at Beale),76,Market at 4th,643
55,Temporary Transbay Terminal (Howard at Beale),77,Market at Sansome,153
55,Temporary Transbay Terminal (Howard at Beale),72,Civic Center BART (7th at Market),377
55,Temporary Transbay Terminal (Howard at Beale),73,Grant Avenue at Columbus Avenue,235
55,Temporary Transbay Terminal (Howard at Beale),74,Steuart at Market,209
55,Temporary Transbay Terminal (Howard at Beale),75,Mechanics Plaza (Market at Battery),157
55,Temporary Transbay Terminal (Howard at Beale),82,Broadway St at Battery St,752
55,Temporary Transbay Terminal (Howard at Beale),39,Powell Street BART,170
55,Temporary Transbay Terminal (Howard at Beale),42,Davis at Jackson,155
55,Temporary Transbay Terminal (Howard at Beale),41,Clay at Battery,351
55,Temporary Transbay Terminal (Howard at Beale),46,Washington at Kearney,90
55,Temporary Transbay Terminal (Howard at Beale),47,Post at Kearney,104
55,Temporary Transbay Terminal (Howard at Beale),45,Commercial at Montgomery,691
55,Temporary Transbay Terminal (Howard at Beale),51,Embarcadero at Folsom,83
55,Temporary Transbay Terminal (Howard at Beale),50,Harry Bridges Plaza (Ferry Building),342
55,Temporary Transbay Terminal (Howard at Beale),49,Spear at Folsom,100
55,Temporary Transbay Terminal (Howard at Beale),48,Embarcadero at Vallejo,376
55,Temporary Transbay Terminal (Howard at Beale),55,Temporary Transbay Terminal (Howard at Beale),121
55,Temporary Transbay Terminal (Howard at Beale),54,Embarcadero at Bryant,253
55,Temporary Transbay Terminal (Howard at Beale),59,Golden Gate at Polk,416
55,Temporary Transbay Terminal (Howard at Beale),58,San Francisco City Hall,34
55,Temporary Transbay Terminal (Howard at Beale),57,5th at Howard,751
55,Temporary Transbay Terminal (Howard at Beale),56,Beale at Market,173
55,Temporary Transbay Terminal (Howard at Beale),63,Howard at 2nd,316
55,Temporary Transbay Terminal (Howard at Beale),62,2nd at Folsom,241
55,Temporary Transbay Terminal (Howard at Beale),61,2nd at Townsend,788
55,Temporary Transbay Terminal (Howard at Beale),60,Embarcadero at Sansome,489
54,Embarcadero at Bryant,68,Yerba Buena Center of the Arts (3rd @ Howard),59
54,Embarcadero at Bryant,69,San Francisco Caltrain 2 (330 Townsend),403
54,Embarcadero at Bryant,70,San Francisco Caltrain (Townsend at 4th),1165
54,Embarcadero at Bryant,71,Powell at Post (Union Square),47
54,Embarcadero at Bryant,64,2nd at South Park,60
54,Embarcadero at Bryant,65,Townsend at 7th,197
54,Embarcadero at Bryant,66,South Van Ness at Market,16
54,Embarcadero at Bryant,67,Market at 10th,26
54,Embarcadero at Bryant,76,Market at 4th,51
54,Embarcadero at Bryant,77,Market at Sansome,56
54,Embarcadero at Bryant,72,Civic Center BART (7th at Market),16
54,Embarcadero at Bryant,73,Grant Avenue at Columbus Avenue,46
54,Embarcadero at Bryant,74,Steuart at Market,522
54,Embarcadero at Bryant,75,Mechanics Plaza (Market at Battery),428
54,Embarcadero at Bryant,82,Broadway St at Battery St,201
54,Embarcadero at Bryant,39,Powell Street BART,41
54,Embarcadero at Bryant,42,Davis at Jackson,81
54,Embarcadero at Bryant,41,Clay at Battery,142
54,Embarcadero at Bryant,46,Washington at Kearney,30
54,Embarcadero at Bryant,47,Post at Kearney,40
54,Embarcadero at Bryant,45,Commercial at Montgomery,198
54,Embarcadero at Bryant,51,Embarcadero at Folsom,536
54,Embarcadero at Bryant,50,Harry Bridges Plaza (Ferry Building),696
54,Embarcadero at Bryant,49,Spear at Folsom,121
54,Embarcadero at Bryant,48,Embarcadero at Vallejo,449
54,Embarcadero at Bryant,55,Temporary Transbay Terminal (Howard at Beale),199
54,Embarcadero at Bryant,54,Embarcadero at Bryant,230
54,Embarcadero at Bryant,59,Golden Gate at Polk,18
54,Embarcadero at Bryant,58,San Francisco City Hall,10
54,Embarcadero at Bryant,57,5th at Howard,58
54,Embarcadero at Bryant,56,Beale at Market,178
54,Embarcadero at Bryant,63,Howard at 2nd,87
54,Embarcadero at Bryant,62,2nd at Folsom,78
54,Embarcadero at Bryant,61,2nd at Townsend,371
54,Embarcadero at Bryant,60,Embarcadero at Sansome,627
59,Golden Gate at Polk,68,Yerba Buena Center of the Arts (3rd @ Howard),194
59,Golden Gate at Polk,69,San Francisco Caltrain 2 (330 Townsend),380
59,Golden Gate at Polk,70,San Francisco Caltrain (Townsend at 4th),256
59,Golden Gate at Polk,71,Powell at Post (Union Square),76
59,Golden Gate at Polk,64,2nd at South Park,58
59,Golden Gate at Polk,65,Townsend at 7th,299
59,Golden Gate at Polk,66,South Van Ness at Market,103
59,Golden Gate at Polk,67,Market at 10th,141
59,Golden Gate at Polk,76,Market at 4th,110
59,Golden Gate at Polk,77,Market at Sansome,216
59,Golden Gate at Polk,72,Civic Center BART (7th at Market),182
59,Golden Gate at Polk,73,Grant Avenue at Columbus Avenue,13
59,Golden Gate at Polk,74,Steuart at Market,154
59,Golden Gate at Polk,75,Mechanics Plaza (Market at Battery),41
59,Golden Gate at Polk,82,Broadway St at Battery St,7
59,Golden Gate at Polk,39,Powell Street BART,209
59,Golden Gate at Polk,42,Davis at Jackson,8
59,Golden Gate at Polk,41,Clay at Battery,41
59,Golden Gate at Polk,46,Washington at Kearney,24
59,Golden Gate at Polk,47,Post at Kearney,103
59,Golden Gate at Polk,45,Commercial at Montgomery,11
59,Golden Gate at Polk,51,Embarcadero at Folsom,11
59,Golden Gate at Polk,50,Harry Bridges Plaza (Ferry Building),63
59,Golden Gate at Polk,49,Spear at Folsom,99
59,Golden Gate at Polk,48,Embarcadero at Vallejo,18
59,Golden Gate at Polk,55,Temporary Transbay Terminal (Howard at Beale),321
59,Golden Gate at Polk,54,Embarcadero at Bryant,25
59,Golden Gate at Polk,59,Golden Gate at Polk,105
59,Golden Gate at Polk,58,San Francisco City Hall,51
59,Golden Gate at Polk,57,5th at Howard,87
59,Golden Gate at Polk,56,Beale at Market,54
59,Golden Gate at Polk,63,Howard at 2nd,39
59,Golden Gate at Polk,62,2nd at Folsom,11
59,Golden Gate at Polk,61,2nd at Townsend,27
59,Golden Gate at Polk,60,Embarcadero at Sansome,109
58,San Francisco City Hall,68,Yerba Buena Center of the Arts (3rd @ Howard),31
58,San Francisco City Hall,69,San Francisco Caltrain 2 (330 Townsend),182
58,San Francisco City Hall,70,San Francisco Caltrain (Townsend at 4th),114
58,San Francisco City Hall,71,Powell at Post (Union Square),60
58,San Francisco City Hall,64,2nd at South Park,49
58,San Francisco City Hall,65,Townsend at 7th,111
58,San Francisco City Hall,66,South Van Ness at Market,92
58,San Francisco City Hall,67,Market at 10th,126
58,San Francisco City Hall,76,Market at 4th,129
58,San Francisco City Hall,77,Market at Sansome,87
58,San Francisco City Hall,72,Civic Center BART (7th at Market),70
58,San Francisco City Hall,73,Grant Avenue at Columbus Avenue,87
58,San Francisco City Hall,74,Steuart at Market,34
58,San Francisco City Hall,75,Mechanics Plaza (Market at Battery),68
58,San Francisco City Hall,82,Broadway St at Battery St,11
58,San Francisco City Hall,39,Powell Street BART,165
58,San Francisco City Hall,42,Davis at Jackson,10
58,San Francisco City Hall,41,Clay at Battery,8
58,San Francisco City Hall,46,Washington at Kearney,26
58,San Francisco City Hall,47,Post at Kearney,61
58,San Francisco City Hall,45,Commercial at Montgomery,39
58,San Francisco City Hall,51,Embarcadero at Folsom,8
58,San Francisco City Hall,50,Harry Bridges Plaza (Ferry Building),64
58,San Francisco City Hall,49,Spear at Folsom,38
58,San Francisco City Hall,48,Embarcadero at Vallejo,4
58,San Francisco City Hall,55,Temporary Transbay Terminal (Howard at Beale),40
58,San Francisco City Hall,54,Embarcadero at Bryant,9
58,San Francisco City Hall,59,Golden Gate at Polk,43
58,San Francisco City Hall,58,San Francisco City Hall,90
58,San Francisco City Hall,57,5th at Howard,50
58,San Francisco City Hall,56,Beale at Market,25
58,San Francisco City Hall,63,Howard at 2nd,23
58,San Francisco City Hall,62,2nd at Folsom,22
58,San Francisco City Hall,61,2nd at Townsend,18
58,San Francisco City Hall,60,Embarcadero at Sansome,58
57,5th at Howard,68,Yerba Buena Center of the Arts (3rd @ Howard),95
57,5th at Howard,69,San Francisco Caltrain 2 (330 Townsend),1389
57,5th at Howard,70,San Francisco Caltrain (Townsend at 4th),1062
57,5th at Howard,71,Powell at Post (Union Square),96
57,5th at Howard,64,2nd at South Park,183
57,5th at Howard,65,Townsend at 7th,317
57,5th at Howard,66,South Van Ness at Market,107
57,5th at Howard,67,Market at 10th,272
57,5th at Howard,76,Market at 4th,193
57,5th at Howard,77,Market at Sansome,245
57,5th at Howard,72,Civic Center BART (7th at Market),266
57,5th at Howard,73,Grant Avenue at Columbus Avenue,63
57,5th at Howard,74,Steuart at Market,374
57,5th at Howard,75,Mechanics Plaza (Market at Battery),63
57,5th at Howard,82,Broadway St at Battery St,122
57,5th at Howard,39,Powell Street BART,213
57,5th at Howard,42,Davis at Jackson,48
57,5th at Howard,41,Clay at Battery,59
57,5th at Howard,46,Washington at Kearney,49
57,5th at Howard,47,Post at Kearney,122
57,5th at Howard,45,Commercial at Montgomery,155
57,5th at Howard,51,Embarcadero at Folsom,44
57,5th at Howard,50,Harry Bridges Plaza (Ferry Building),376
57,5th at Howard,49,Spear at Folsom,101
57,5th at Howard,48,Embarcadero at Vallejo,116
57,5th at Howard,55,Temporary Transbay Terminal (Howard at Beale),566
57,5th at Howard,54,Embarcadero at Bryant,37
57,5th at Howard,59,Golden Gate at Polk,51
57,5th at Howard,58,San Francisco City Hall,48
57,5th at Howard,57,5th at Howard,197
57,5th at Howard,56,Beale at Market,64
57,5th at Howard,63,Howard at 2nd,120
57,5th at Howard,62,2nd at Folsom,108
57,5th at Howard,61,2nd at Townsend,92
57,5th at Howard,60,Embarcadero at Sansome,295
56,Beale at Market,68,Yerba Buena Center of the Arts (3rd @ Howard),66
56,Beale at Market,69,San Francisco Caltrain 2 (330 Townsend),619
56,Beale at Market,70,San Francisco Caltrain (Townsend at 4th),1215
56,Beale at Market,71,Powell at Post (Union Square),98
56,Beale at Market,64,2nd at South Park,210
56,Beale at Market,65,Townsend at 7th,58
56,Beale at Market,66,South Van Ness at Market,63
56,Beale at Market,67,Market at 10th,217
56,Beale at Market,76,Market at 4th,203
56,Beale at Market,77,Market at Sansome,106
56,Beale at Market,72,Civic Center BART (7th at Market),82
56,Beale at Market,73,Grant Avenue at Columbus Avenue,217
56,Beale at Market,74,Steuart at Market,54
56,Beale at Market,75,Mechanics Plaza (Market at Battery),35
56,Beale at Market,83,Mezes Park,1
56,Beale at Market,82,Broadway St at Battery St,1026
56,Beale at Market,39,Powell Street BART,210
56,Beale at Market,42,Davis at Jackson,206
56,Beale at Market,41,Clay at Battery,43
56,Beale at Market,46,Washington at Kearney,61
56,Beale at Market,47,Post at Kearney,69
56,Beale at Market,45,Commercial at Montgomery,352
56,Beale at Market,51,Embarcadero at Folsom,98
56,Beale at Market,50,Harry Bridges Plaza (Ferry Building),122
56,Beale at Market,49,Spear at Folsom,226
56,Beale at Market,48,Embarcadero at Vallejo,437
56,Beale at Market,55,Temporary Transbay Terminal (Howard at Beale),536
56,Beale at Market,54,Embarcadero at Bryant,243
56,Beale at Market,59,Golden Gate at Polk,34
56,Beale at Market,58,San Francisco City Hall,20
56,Beale at Market,57,5th at Howard,62
56,Beale at Market,56,Beale at Market,114
56,Beale at Market,63,Howard at 2nd,88
56,Beale at Market,62,2nd at Folsom,41
56,Beale at Market,61,2nd at Townsend,612
56,Beale at Market,60,Embarcadero at Sansome,515
63,Howard at 2nd,68,Yerba Buena Center of the Arts (3rd @ Howard),140
63,Howard at 2nd,69,San Francisco Caltrain 2 (330 Townsend),686
63,Howard at 2nd,70,San Francisco Caltrain (Townsend at 4th),1322
63,Howard at 2nd,71,Powell at Post (Union Square),105
63,Howard at 2nd,64,2nd at South Park,503
63,Howard at 2nd,65,Townsend at 7th,210
63,Howard at 2nd,66,South Van Ness at Market,91
63,Howard at 2nd,67,Market at 10th,128
63,Howard at 2nd,76,Market at 4th,200
63,Howard at 2nd,77,Market at Sansome,238
63,Howard at 2nd,72,Civic Center BART (7th at Market),92
