start_station_id,start_station_name,end_station_id,end_station_name,total_trips_subscriber
47,Post at Kearney,67,Market at 10th,168
47,Post at Kearney,76,Market at 4th,75
47,Post at Kearney,77,Market at Sansome,21
47,Post at Kearney,72,Civic Center BART (7th at Market),84
47,Post at Kearney,73,Grant Avenue at Columbus Avenue,157
47,Post at Kearney,74,Steuart at Market,158
47,Post at Kearney,75,Mechanics Plaza (Market at Battery),91
47,Post at Kearney,82,Broadway St at Battery St,155
47,Post at Kearney,39,Powell Street BART,95
47,Post at Kearney,42,Davis at Jackson,123
47,Post at Kearney,41,Clay at Battery,65
47,Post at Kearney,46,Washington at Kearney,193
47,Post at Kearney,47,Post at Kearney,27
47,Post at Kearney,45,Commercial at Montgomery,102
47,Post at Kearney,51,Embarcadero at Folsom,48
47,Post at Kearney,50,Harry Bridges Plaza (Ferry Building),231
47,Post at Kearney,49,Spear at Folsom,37
47,Post at Kearney,48,Embarcadero at Vallejo,11
47,Post at Kearney,55,Temporary Transbay Terminal (Howard at Beale),115
47,Post at Kearney,54,Embarcadero at Bryant,77
47,Post at Kearney,59,Golden Gate at Polk,60
47,Post at Kearney,58,San Francisco City Hall,30
47,Post at Kearney,57,5th at Howard,87
47,Post at Kearney,56,Beale at Market,42
47,Post at Kearney,63,Howard at 2nd,104
47,Post at Kearney,62,2nd at Folsom,53
47,Post at Kearney,61,2nd at Townsend,96
47,Post at Kearney,60,Embarcadero at Sansome,87
45,Commercial at Montgomery,68,Yerba Buena Center of the Arts (3rd @ Howard),332
45,Commercial at Montgomery,69,San Francisco Caltrain 2 (330 Townsend),209
45,Commercial at Montgomery,70,San Francisco Caltrain (Townsend at 4th),599
45,Commercial at Montgomery,71,Powell at Post (Union Square),110
45,Commercial at Montgomery,64,2nd at South Park,146
45,Commercial at Montgomery,65,Townsend at 7th,83
45,Commercial at Montgomery,66,South Van Ness at Market,47
45,Commercial at Montgomery,67,Market at 10th,55
45,Commercial at Montgomery,76,Market at 4th,215
45,Commercial at Montgomery,77,Market at Sansome,512
45,Commercial at Montgomery,72,Civic Center BART (7th at Market),90
45,Commercial at Montgomery,73,Grant Avenue at Columbus Avenue,39
45,Commercial at Montgomery,74,Steuart at Market,65
45,Commercial at Montgomery,75,Mechanics Plaza (Market at Battery),256
45,Commercial at Montgomery,82,Broadway St at Battery St,229
45,Commercial at Montgomery,39,Powell Street BART,120
45,Commercial at Montgomery,42,Davis at Jackson,291
45,Commercial at Montgomery,41,Clay at Battery,59
45,Commercial at Montgomery,46,Washington at Kearney,6
45,Commercial at Montgomery,47,Post at Kearney,117
45,Commercial at Montgomery,45,Commercial at Montgomery,58
45,Commercial at Montgomery,51,Embarcadero at Folsom,66
45,Commercial at Montgomery,50,Harry Bridges Plaza (Ferry Building),207
45,Commercial at Montgomery,49,Spear at Folsom,116
45,Commercial at Montgomery,48,Embarcadero at Vallejo,13
45,Commercial at Montgomery,55,Temporary Transbay Terminal (Howard at Beale),538
45,Commercial at Montgomery,54,Embarcadero at Bryant,222
45,Commercial at Montgomery,59,Golden Gate at Polk,11
45,Commercial at Montgomery,58,San Francisco City Hall,101
45,Commercial at Montgomery,57,5th at Howard,123
45,Commercial at Montgomery,56,Beale at Market,94
45,Commercial at Montgomery,63,Howard at 2nd,97
45,Commercial at Montgomery,62,2nd at Folsom,52
45,Commercial at Montgomery,61,2nd at Townsend,137
45,Commercial at Montgomery,60,Embarcadero at Sansome,78
51,Embarcadero at Folsom,68,Yerba Buena Center of the Arts (3rd @ Howard),134
51,Embarcadero at Folsom,69,San Francisco Caltrain 2 (330 Townsend),884
51,Embarcadero at Folsom,70,San Francisco Caltrain (Townsend at 4th),2361
51,Embarcadero at Folsom,71,Powell at Post (Union Square),21
51,Embarcadero at Folsom,64,2nd at South Park,157
51,Embarcadero at Folsom,65,Townsend at 7th,189
51,Embarcadero at Folsom,66,South Van Ness at Market,41
51,Embarcadero at Folsom,67,Market at 10th,26
51,Embarcadero at Folsom,76,Market at 4th,81
51,Embarcadero at Folsom,77,Market at Sansome,153
51,Embarcadero at Folsom,72,Civic Center BART (7th at Market),15
51,Embarcadero at Folsom,73,Grant Avenue at Columbus Avenue,111
51,Embarcadero at Folsom,74,Steuart at Market,227
51,Embarcadero at Folsom,75,Mechanics Plaza (Market at Battery),110
51,Embarcadero at Folsom,82,Broadway St at Battery St,73
51,Embarcadero at Folsom,39,Powell Street BART,27
51,Embarcadero at Folsom,42,Davis at Jackson,56
51,Embarcadero at Folsom,41,Clay at Battery,25
51,Embarcadero at Folsom,46,Washington at Kearney,136
51,Embarcadero at Folsom,47,Post at Kearney,34
51,Embarcadero at Folsom,45,Commercial at Montgomery,81
51,Embarcadero at Folsom,51,Embarcadero at Folsom,69
51,Embarcadero at Folsom,50,Harry Bridges Plaza (Ferry Building),121
51,Embarcadero at Folsom,49,Spear at Folsom,26
51,Embarcadero at Folsom,48,Embarcadero at Vallejo,79
51,Embarcadero at Folsom,55,Temporary Transbay Terminal (Howard at Beale),65
51,Embarcadero at Folsom,54,Embarcadero at Bryant,502
51,Embarcadero at Folsom,59,Golden Gate at Polk,9
51,Embarcadero at Folsom,58,San Francisco City Hall,2
51,Embarcadero at Folsom,57,5th at Howard,41
51,Embarcadero at Folsom,56,Beale at Market,37
51,Embarcadero at Folsom,63,Howard at 2nd,126
51,Embarcadero at Folsom,62,2nd at Folsom,26
51,Embarcadero at Folsom,61,2nd at Townsend,563
51,Embarcadero at Folsom,60,Embarcadero at Sansome,196
50,Harry Bridges Plaza (Ferry Building),68,Yerba Buena Center of the Arts (3rd @ Howard),499
50,Harry Bridges Plaza (Ferry Building),69,San Francisco Caltrain 2 (330 Townsend),685
50,Harry Bridges Plaza (Ferry Building),70,San Francisco Caltrain (Townsend at 4th),1700
50,Harry Bridges Plaza (Ferry Building),71,Powell at Post (Union Square),61
50,Harry Bridges Plaza (Ferry Building),64,2nd at South Park,528
50,Harry Bridges Plaza (Ferry Building),65,Townsend at 7th,644
50,Harry Bridges Plaza (Ferry Building),66,South Van Ness at Market,31
50,Harry Bridges Plaza (Ferry Building),67,Market at 10th,155
50,Harry Bridges Plaza (Ferry Building),76,Market at 4th,158
50,Harry Bridges Plaza (Ferry Building),77,Market at Sansome,332
50,Harry Bridges Plaza (Ferry Building),72,Civic Center BART (7th at Market),29
50,Harry Bridges Plaza (Ferry Building),73,Grant Avenue at Columbus Avenue,89
50,Harry Bridges Plaza (Ferry Building),74,Steuart at Market,26
50,Harry Bridges Plaza (Ferry Building),75,Mechanics Plaza (Market at Battery),241
50,Harry Bridges Plaza (Ferry Building),82,Broadway St at Battery St,144
50,Harry Bridges Plaza (Ferry Building),39,Powell Street BART,190
50,Harry Bridges Plaza (Ferry Building),42,Davis at Jackson,88
50,Harry Bridges Plaza (Ferry Building),41,Clay at Battery,96
50,Harry Bridges Plaza (Ferry Building),46,Washington at Kearney,38
50,Harry Bridges Plaza (Ferry Building),47,Post at Kearney,196
50,Harry Bridges Plaza (Ferry Building),45,Commercial at Montgomery,136
50,Harry Bridges Plaza (Ferry Building),51,Embarcadero at Folsom,80
50,Harry Bridges Plaza (Ferry Building),50,Harry Bridges Plaza (Ferry Building),102
50,Harry Bridges Plaza (Ferry Building),49,Spear at Folsom,134
50,Harry Bridges Plaza (Ferry Building),48,Embarcadero at Vallejo,327
50,Harry Bridges Plaza (Ferry Building),55,Temporary Transbay Terminal (Howard at Beale),256
50,Harry Bridges Plaza (Ferry Building),54,Embarcadero at Bryant,488
50,Harry Bridges Plaza (Ferry Building),59,Golden Gate at Polk,24
50,Harry Bridges Plaza (Ferry Building),58,San Francisco City Hall,31
50,Harry Bridges Plaza (Ferry Building),57,5th at Howard,337
50,Harry Bridges Plaza (Ferry Building),56,Beale at Market,55
50,Harry Bridges Plaza (Ferry Building),63,Howard at 2nd,458
50,Harry Bridges Plaza (Ferry Building),62,2nd at Folsom,408
50,Harry Bridges Plaza (Ferry Building),61,2nd at Townsend,2454
50,Harry Bridges Plaza (Ferry Building),60,Embarcadero at Sansome,1991
49,Spear at Folsom,68,Yerba Buena Center of the Arts (3rd @ Howard),116
49,Spear at Folsom,69,San Francisco Caltrain 2 (330 Townsend),352
49,Spear at Folsom,70,San Francisco Caltrain (Townsend at 4th),774
49,Spear at Folsom,71,Powell at Post (Union Square),40
49,Spear at Folsom,64,2nd at South Park,147
49,Spear at Folsom,65,Townsend at 7th,451
49,Spear at Folsom,66,South Van Ness at Market,31
49,Spear at Folsom,67,Market at 10th,81
49,Spear at Folsom,76,Market at 4th,121
49,Spear at Folsom,77,Market at Sansome,58
49,Spear at Folsom,72,Civic Center BART (7th at Market),31
49,Spear at Folsom,73,Grant Avenue at Columbus Avenue,63
49,Spear at Folsom,74,Steuart at Market,279
49,Spear at Folsom,75,Mechanics Plaza (Market at Battery),111
49,Spear at Folsom,82,Broadway St at Battery St,100
49,Spear at Folsom,39,Powell Street BART,55
49,Spear at Folsom,42,Davis at Jackson,107
49,Spear at Folsom,41,Clay at Battery,67
49,Spear at Folsom,46,Washington at Kearney,22
49,Spear at Folsom,47,Post at Kearney,32
49,Spear at Folsom,45,Commercial at Montgomery,165
49,Spear at Folsom,51,Embarcadero at Folsom,20
49,Spear at Folsom,50,Harry Bridges Plaza (Ferry Building),293
49,Spear at Folsom,49,Spear at Folsom,81
49,Spear at Folsom,48,Embarcadero at Vallejo,64
49,Spear at Folsom,55,Temporary Transbay Terminal (Howard at Beale),69
49,Spear at Folsom,54,Embarcadero at Bryant,100
49,Spear at Folsom,59,Golden Gate at Polk,80
49,Spear at Folsom,58,San Francisco City Hall,10
49,Spear at Folsom,57,5th at Howard,89
49,Spear at Folsom,56,Beale at Market,120
49,Spear at Folsom,63,Howard at 2nd,96
49,Spear at Folsom,62,2nd at Folsom,49
49,Spear at Folsom,61,2nd at Townsend,477
49,Spear at Folsom,60,Embarcadero at Sansome,276
48,Embarcadero at Vallejo,68,Yerba Buena Center of the Arts (3rd @ Howard),12
48,Embarcadero at Vallejo,69,San Francisco Caltrain 2 (330 Townsend),222
48,Embarcadero at Vallejo,70,San Francisco Caltrain (Townsend at 4th),533
48,Embarcadero at Vallejo,71,Powell at Post (Union Square),11
48,Embarcadero at Vallejo,64,2nd at South Park,108
48,Embarcadero at Vallejo,65,Townsend at 7th,40
48,Embarcadero at Vallejo,66,South Van Ness at Market,17
48,Embarcadero at Vallejo,67,Market at 10th,19
48,Embarcadero at Vallejo,76,Market at 4th,28
48,Embarcadero at Vallejo,77,Market at Sansome,30
48,Embarcadero at Vallejo,72,Civic Center BART (7th at Market),15
48,Embarcadero at Vallejo,73,Grant Avenue at Columbus Avenue,10
48,Embarcadero at Vallejo,74,Steuart at Market,866
48,Embarcadero at Vallejo,75,Mechanics Plaza (Market at Battery),42
48,Embarcadero at Vallejo,82,Broadway St at Battery St,23
48,Embarcadero at Vallejo,39,Powell Street BART,15
48,Embarcadero at Vallejo,42,Davis at Jackson,36
48,Embarcadero at Vallejo,41,Clay at Battery,41
48,Embarcadero at Vallejo,46,Washington at Kearney,23
48,Embarcadero at Vallejo,47,Post at Kearney,15
48,Embarcadero at Vallejo,45,Commercial at Montgomery,12
48,Embarcadero at Vallejo,51,Embarcadero at Folsom,113
48,Embarcadero at Vallejo,50,Harry Bridges Plaza (Ferry Building),183
48,Embarcadero at Vallejo,49,Spear at Folsom,40
48,Embarcadero at Vallejo,48,Embarcadero at Vallejo,55
48,Embarcadero at Vallejo,55,Temporary Transbay Terminal (Howard at Beale),314
48,Embarcadero at Vallejo,54,Embarcadero at Bryant,179
48,Embarcadero at Vallejo,59,Golden Gate at Polk,4
48,Embarcadero at Vallejo,58,San Francisco City Hall,2
48,Embarcadero at Vallejo,57,5th at Howard,35
48,Embarcadero at Vallejo,56,Beale at Market,145
48,Embarcadero at Vallejo,63,Howard at 2nd,37
48,Embarcadero at Vallejo,62,2nd at Folsom,7
48,Embarcadero at Vallejo,61,2nd at Townsend,211
48,Embarcadero at Vallejo,60,Embarcadero at Sansome,61
55,Temporary Transbay Terminal (Howard at Beale),68,Yerba Buena Center of the Arts (3rd @ Howard),384
55,Temporary Transbay Terminal (Howard at Beale),69,San Francisco Caltrain 2 (330 Townsend),1175
55,Temporary Transbay Terminal (Howard at Beale),70,San Francisco Caltrain (Townsend at 4th),2146
55,Temporary Transbay Terminal (Howard at Beale),71,Powell at Post (Union Square),55
55,Temporary Transbay Terminal (Howard at Beale),64,2nd at South Park,426
55,Temporary Transbay Terminal (Howard at Beale),65,Townsend at 7th,825
55,Temporary Transbay Terminal (Howard at Beale),66,South Van Ness at Market,349
55,Temporary Transbay Terminal (Howard at Beale),67,Market at 10th,392
55,Temporary Transbay Terminal (Howard at Beale),76,Market at 4th,622
55,Temporary Transbay Terminal (Howard at Beale),77,Market at Sansome,146
55,Temporary Transbay Terminal (Howard at Beale),72,Civic Center BART (7th at Market),371
55,Temporary Transbay Terminal (Howard at Beale),73,Grant Avenue at Columbus Avenue,225
55,Temporary Transbay Terminal (Howard at Beale),74,Steuart at Market,202
55,Temporary Transbay Terminal (Howard at Beale),75,Mechanics Plaza (Market at Battery),150
55,Temporary Transbay Terminal (Howard at Beale),82,Broadway St at Battery St,748
55,Temporary Transbay Terminal (Howard at Beale),39,Powell Street BART,146
55,Temporary Transbay Terminal (Howard at Beale),42,Davis at Jackson,151
55,Temporary Transbay Terminal (Howard at Beale),41,Clay at Battery,347
55,Temporary Transbay Terminal (Howard at Beale),46,Washington at Kearney,86
55,Temporary Transbay Terminal (Howard at Beale),47,Post at Kearney,98
55,Temporary Transbay Terminal (Howard at Beale),45,Commercial at Montgomery,683
55,Temporary Transbay Terminal (Howard at Beale),51,Embarcadero at Folsom,83
55,Temporary Transbay Terminal (Howard at Beale),50,Harry Bridges Plaza (Ferry Building),330
55,Temporary Transbay Terminal (Howard at Beale),49,Spear at Folsom,99
55,Temporary Transbay Terminal (Howard at Beale),48,Embarcadero at Vallejo,368
55,Temporary Transbay Terminal (Howard at Beale),55,Temporary Transbay Terminal (Howard at Beale),89
55,Temporary Transbay Terminal (Howard at Beale),54,Embarcadero at Bryant,245
55,Temporary Transbay Terminal (Howard at Beale),59,Golden Gate at Polk,415
55,Temporary Transbay Terminal (Howard at Beale),58,San Francisco City Hall,30
55,Temporary Transbay Terminal (Howard at Beale),57,5th at Howard,731
55,Temporary Transbay Terminal (Howard at Beale),56,Beale at Market,170
55,Temporary Transbay Terminal (Howard at Beale),63,Howard at 2nd,309
55,Temporary Transbay Terminal (Howard at Beale),62,2nd at Folsom,238
55,Temporary Transbay Terminal (Howard at Beale),61,2nd at Townsend,766
55,Temporary Transbay Terminal (Howard at Beale),60,Embarcadero at Sansome,467
54,Embarcadero at Bryant,68,Yerba Buena Center of the Arts (3rd @ Howard),53
54,Embarcadero at Bryant,69,San Francisco Caltrain 2 (330 Townsend),375
54,Embarcadero at Bryant,70,San Francisco Caltrain (Townsend at 4th),1116
54,Embarcadero at Bryant,71,Powell at Post (Union Square),20
54,Embarcadero at Bryant,64,2nd at South Park,54
54,Embarcadero at Bryant,65,Townsend at 7th,172
54,Embarcadero at Bryant,66,South Van Ness at Market,7
54,Embarcadero at Bryant,67,Market at 10th,22
54,Embarcadero at Bryant,76,Market at 4th,39
54,Embarcadero at Bryant,77,Market at Sansome,43
54,Embarcadero at Bryant,72,Civic Center BART (7th at Market),14
54,Embarcadero at Bryant,73,Grant Avenue at Columbus Avenue,26
54,Embarcadero at Bryant,74,Steuart at Market,482
54,Embarcadero at Bryant,75,Mechanics Plaza (Market at Battery),408
54,Embarcadero at Bryant,82,Broadway St at Battery St,190
54,Embarcadero at Bryant,39,Powell Street BART,31
54,Embarcadero at Bryant,42,Davis at Jackson,74
54,Embarcadero at Bryant,41,Clay at Battery,122
54,Embarcadero at Bryant,46,Washington at Kearney,25
54,Embarcadero at Bryant,47,Post at Kearney,29
54,Embarcadero at Bryant,45,Commercial at Montgomery,193
54,Embarcadero at Bryant,51,Embarcadero at Folsom,503
54,Embarcadero at Bryant,50,Harry Bridges Plaza (Ferry Building),578
54,Embarcadero at Bryant,49,Spear at Folsom,120
54,Embarcadero at Bryant,48,Embarcadero at Vallejo,376
54,Embarcadero at Bryant,55,Temporary Transbay Terminal (Howard at Beale),194
54,Embarcadero at Bryant,54,Embarcadero at Bryant,97
54,Embarcadero at Bryant,59,Golden Gate at Polk,12
54,Embarcadero at Bryant,58,San Francisco City Hall,6
54,Embarcadero at Bryant,57,5th at Howard,54
54,Embarcadero at Bryant,56,Beale at Market,167
54,Embarcadero at Bryant,63,Howard at 2nd,79
54,Embarcadero at Bryant,62,2nd at Folsom,77
54,Embarcadero at Bryant,61,2nd at Townsend,308
54,Embarcadero at Bryant,60,Embarcadero at Sansome,440
59,Golden Gate at Polk,68,Yerba Buena Center of the Arts (3rd @ Howard),191
59,Golden Gate at Polk,69,San Francisco Caltrain 2 (330 Townsend),370
59,Golden Gate at Polk,70,San Francisco Caltrain (Townsend at 4th),247
59,Golden Gate at Polk,71,Powell at Post (Union Square),31
59,Golden Gate at Polk,64,2nd at South Park,54
59,Golden Gate at Polk,65,Townsend at 7th,290
59,Golden Gate at Polk,66,South Van Ness at Market,79
59,Golden Gate at Polk,67,Market at 10th,130
59,Golden Gate at Polk,76,Market at 4th,88
59,Golden Gate at Polk,77,Market at Sansome,188
59,Golden Gate at Polk,72,Civic Center BART (7th at Market),178
59,Golden Gate at Polk,73,Grant Avenue at Columbus Avenue,5
59,Golden Gate at Polk,74,Steuart at Market,129
59,Golden Gate at Polk,75,Mechanics Plaza (Market at Battery),38
59,Golden Gate at Polk,82,Broadway St at Battery St,3
59,Golden Gate at Polk,39,Powell Street BART,174
59,Golden Gate at Polk,42,Davis at Jackson,5
59,Golden Gate at Polk,41,Clay at Battery,31
59,Golden Gate at Polk,46,Washington at Kearney,18
59,Golden Gate at Polk,47,Post at Kearney,93
59,Golden Gate at Polk,45,Commercial at Montgomery,9
59,Golden Gate at Polk,51,Embarcadero at Folsom,11
59,Golden Gate at Polk,50,Harry Bridges Plaza (Ferry Building),37
59,Golden Gate at Polk,49,Spear at Folsom,97
59,Golden Gate at Polk,48,Embarcadero at Vallejo,8
59,Golden Gate at Polk,55,Temporary Transbay Terminal (Howard at Beale),320
59,Golden Gate at Polk,54,Embarcadero at Bryant,25
59,Golden Gate at Polk,59,Golden Gate at Polk,34
59,Golden Gate at Polk,58,San Francisco City Hall,29
59,Golden Gate at Polk,57,5th at Howard,72
59,Golden Gate at Polk,56,Beale at Market,48
59,Golden Gate at Polk,63,Howard at 2nd,37
59,Golden Gate at Polk,62,2nd at Folsom,7
59,Golden Gate at Polk,61,2nd at Townsend,20
59,Golden Gate at Polk,60,Embarcadero at Sansome,81
58,San Francisco City Hall,68,Yerba Buena Center of the Arts (3rd @ Howard),25
58,San Francisco City Hall,69,San Francisco Caltrain 2 (330 Townsend),174
58,San Francisco City Hall,70,San Francisco Caltrain (Townsend at 4th),109
58,San Francisco City Hall,71,Powell at Post (Union Square),27
58,San Francisco City Hall,64,2nd at South Park,48
58,San Francisco City Hall,65,Townsend at 7th,103
58,San Francisco City Hall,66,South Van Ness at Market,66
58,San Francisco City Hall,67,Market at 10th,93
58,San Francisco City Hall,76,Market at 4th,86
58,San Francisco City Hall,77,Market at Sansome,73
58,San Francisco City Hall,72,Civic Center BART (7th at Market),56
58,San Francisco City Hall,73,Grant Avenue at Columbus Avenue,66
58,San Francisco City Hall,74,Steuart at Market,9
58,San Francisco City Hall,75,Mechanics Plaza (Market at Battery),62
58,San Francisco City Hall,82,Broadway St at Battery St,8
58,San Francisco City Hall,39,Powell Street BART,121
58,San Francisco City Hall,42,Davis at Jackson,9
58,San Francisco City Hall,41,Clay at Battery,4
58,San Francisco City Hall,46,Washington at Kearney,14
58,San Francisco City Hall,47,Post at Kearney,57
58,San Francisco City Hall,45,Commercial at Montgomery,31
58,San Francisco City Hall,51,Embarcadero at Folsom,5
58,San Francisco City Hall,50,Harry Bridges Plaza (Ferry Building),42
58,San Francisco City Hall,49,Spear at Folsom,35
58,San Francisco City Hall,48,Embarcadero at Vallejo,1
58,San Francisco City Hall,55,Temporary Transbay Terminal (Howard at Beale),39
58,San Francisco City Hall,54,Embarcadero at Bryant,9
58,San Francisco City Hall,59,Golden Gate at Polk,29
58,San Francisco City Hall,58,San Francisco City Hall,30
58,San Francisco City Hall,57,5th at Howard,44
58,San Francisco City Hall,56,Beale at Market,22
58,San Francisco City Hall,63,Howard at 2nd,21
58,San Francisco City Hall,62,2nd at Folsom,11
58,San Francisco City Hall,61,2nd at Townsend,12
58,San Francisco City Hall,60,Embarcadero at Sansome,11
57,5th at Howard,68,Yerba Buena Center of the Arts (3rd @ Howard),86
57,5th at Howard,69,San Francisco Caltrain 2 (330 Townsend),1349
57,5th at Howard,70,San Francisco Caltrain (Townsend at 4th),1045
57,5th at Howard,71,Powell at Post (Union Square),59
57,5th at Howard,64,2nd at South Park,164
57,5th at Howard,65,Townsend at 7th,303
57,5th at Howard,66,South Van Ness at Market,75
57,5th at Howard,67,Market at 10th,243
57,5th at Howard,76,Market at 4th,177
57,5th at Howard,77,Market at Sansome,233
57,5th at Howard,72,Civic Center BART (7th at Market),257
57,5th at Howard,73,Grant Avenue at Columbus Avenue,37
57,5th at Howard,74,Steuart at Market,347
57,5th at Howard,75,Mechanics Plaza (Market at Battery),52
57,5th at Howard,82,Broadway St at Battery St,109
57,5th at Howard,39,Powell Street BART,166
57,5th at Howard,42,Davis at Jackson,46
57,5th at Howard,41,Clay at Battery,53
57,5th at Howard,46,Washington at Kearney,40
57,5th at Howard,47,Post at Kearney,107
57,5th at Howard,45,Commercial at Montgomery,144
57,5th at Howard,51,Embarcadero at Folsom,32
57,5th at Howard,50,Harry Bridges Plaza (Ferry Building),312
57,5th at Howard,49,Spear at Folsom,90
57,5th at Howard,48,Embarcadero at Vallejo,96
57,5th at Howard,55,Temporary Transbay Terminal (Howard at Beale),546
57,5th at Howard,54,Embarcadero at Bryant,26
57,5th at Howard,59,Golden Gate at Polk,39
57,5th at Howard,58,San Francisco City Hall,40
57,5th at Howard,57,5th at Howard,91
57,5th at Howard,56,Beale at Market,52
57,5th at Howard,63,Howard at 2nd,104
57,5th at Howard,62,2nd at Folsom,98
57,5th at Howard,61,2nd at Townsend,77
57,5th at Howard,60,Embarcadero at Sansome,215
56,Beale at Market,68,Yerba Buena Center of the Arts (3rd @ Howard),63
56,Beale at Market,69,San Francisco Caltrain 2 (330 Townsend),604
56,Beale at Market,70,San Francisco Caltrain (Townsend at 4th),1183
56,Beale at Market,71,Powell at Post (Union Square),69
56,Beale at Market,64,2nd at South Park,194
56,Beale at Market,65,Townsend at 7th,48
56,Beale at Market,66,South Van Ness at Market,55
56,Beale at Market,67,Market at 10th,195
56,Beale at Market,76,Market at 4th,161
56,Beale at Market,77,Market at Sansome,89
56,Beale at Market,72,Civic Center BART (7th at Market),63
56,Beale at Market,73,Grant Avenue at Columbus Avenue,194
56,Beale at Market,74,Steuart at Market,25
56,Beale at Market,75,Mechanics Plaza (Market at Battery),29
56,Beale at Market,82,Broadway St at Battery St,1018
56,Beale at Market,39,Powell Street BART,175
56,Beale at Market,42,Davis at Jackson,204
56,Beale at Market,41,Clay at Battery,42
56,Beale at Market,46,Washington at Kearney,47
56,Beale at Market,47,Post at Kearney,63
56,Beale at Market,45,Commercial at Montgomery,346
56,Beale at Market,51,Embarcadero at Folsom,95
56,Beale at Market,50,Harry Bridges Plaza (Ferry Building),92
56,Beale at Market,49,Spear at Folsom,221
56,Beale at Market,48,Embarcadero at Vallejo,399
56,Beale at Market,55,Temporary Transbay Terminal (Howard at Beale),532
56,Beale at Market,54,Embarcadero at Bryant,231
56,Beale at Market,59,Golden Gate at Polk,29
56,Beale at Market,58,San Francisco City Hall,14
56,Beale at Market,57,5th at Howard,41
56,Beale at Market,56,Beale at Market,30
56,Beale at Market,63,Howard at 2nd,82
56,Beale at Market,62,2nd at Folsom,31
56,Beale at Market,61,2nd at Townsend,577
56,Beale at Market,60,Embarcadero at Sansome,435
63,Howard at 2nd,68,Yerba Buena Center of the Arts (3rd @ Howard),125
63,Howard at 2nd,69,San Francisco Caltrain 2 (330 Townsend),667
63,Howard at 2nd,70,San Francisco Caltrain (Townsend at 4th),1291
63,Howard at 2nd,71,Powell at Post (Union Square),85
63,Howard at 2nd,64,2nd at South Park,483
63,Howard at 2nd,65,Townsend at 7th,199
63,Howard at 2nd,66,South Van Ness at Market,79
63,Howard at 2nd,67,Market at 10th,112
63,Howard at 2nd,76,Market at 4th,181
63,Howard at 2nd,77,Market at Sansome,222
63,Howard at 2nd,72,Civic Center BART (7th at Market),88
63,Howard at 2nd,73,Grant Avenue at Columbus Avenue,46
63,Howard at 2nd,74,Steuart at Market,340
63,Howard at 2nd,75,Mechanics Plaza (Market at Battery),60
63,Howard at 2nd,82,Broadway St at Battery St,46
63,Howard at 2nd,39,Powell Street BART,92
63,Howard at 2nd,42,Davis at Jackson,43
63,Howard at 2nd,41,Clay at Battery,59
63,Howard at 2nd,46,Washington at Kearney,82
63,Howard at 2nd,47,Post at Kearney,65
63,Howard at 2nd,45,Commercial at Montgomery,56
63,Howard at 2nd,51,Embarcadero at Folsom,183
63,Howard at 2nd,50,Harry Bridges Plaza (Ferry Building),312
63,Howard at 2nd,49,Spear at Folsom,66
63,Howard at 2nd,48,Embarcadero at Vallejo,30
63,Howard at 2nd,55,Temporary Transbay Terminal (Howard at Beale),61
63,Howard at 2nd,54,Embarcadero at Bryant,77
63,Howard at 2nd,59,Golden Gate at Polk,47
63,Howard at 2nd,58,San Francisco City Hall,20
63,Howard at 2nd,57,5th at Howard,458
63,Howard at 2nd,56,Beale at Market,70
63,Howard at 2nd,63,Howard at 2nd,46
63,Howard at 2nd,62,2nd at Folsom,52
63,Howard at 2nd,61,2nd at Townsend,281
63,Howard at 2nd,60,Embarcadero at Sansome,52
62,2nd at Folsom,68,Yerba Buena Center of the Arts (3rd @ Howard),74
62,2nd at Folsom,69,San Francisco Caltrain 2 (330 Townsend),454
62,2nd at Folsom,70,San Francisco Caltrain (Townsend at 4th),1120
62,2nd at Folsom,71,Powell at Post (Union Square),85
62,2nd at Folsom,64,2nd at South Park,287
62,2nd at Folsom,65,Townsend at 7th,327
62,2nd at Folsom,66,South Van Ness at Market,44
62,2nd at Folsom,67,Market at 10th,146
62,2nd at Folsom,76,Market at 4th,118
62,2nd at Folsom,77,Market at Sansome,1171
62,2nd at Folsom,72,Civic Center BART (7th at Market),40
62,2nd at Folsom,73,Grant Avenue at Columbus Avenue,45
62,2nd at Folsom,74,Steuart at Market,122
62,2nd at Folsom,75,Mechanics Plaza (Market at Battery),61
62,2nd at Folsom,82,Broadway St at Battery St,67
62,2nd at Folsom,39,Powell Street BART,152
62,2nd at Folsom,42,Davis at Jackson,28
62,2nd at Folsom,41,Clay at Battery,233
62,2nd at Folsom,46,Washington at Kearney,132
62,2nd at Folsom,47,Post at Kearney,101
62,2nd at Folsom,45,Commercial at Montgomery,128
62,2nd at Folsom,51,Embarcadero at Folsom,132
62,2nd at Folsom,50,Harry Bridges Plaza (Ferry Building),645
62,2nd at Folsom,49,Spear at Folsom,311
62,2nd at Folsom,48,Embarcadero at Vallejo,30
62,2nd at Folsom,55,Temporary Transbay Terminal (Howard at Beale),414
62,2nd at Folsom,54,Embarcadero at Bryant,92
62,2nd at Folsom,59,Golden Gate at Polk,9
62,2nd at Folsom,58,San Francisco City Hall,7
62,2nd at Folsom,57,5th at Howard,105
62,2nd at Folsom,56,Beale at Market,121
62,2nd at Folsom,63,Howard at 2nd,205
62,2nd at Folsom,62,2nd at Folsom,42
62,2nd at Folsom,61,2nd at Townsend,414
62,2nd at Folsom,60,Embarcadero at Sansome,53
