start_station_id,start_station_name,end_station_id,end_station_name,total_trips_customer
46,Washington at Kearney,82,Broadway St at Battery St,23
46,Washington at Kearney,39,Powell Street BART,29
46,Washington at Kearney,42,Davis at Jackson,9
46,Washington at Kearney,41,Clay at Battery,10
46,Washington at Kearney,46,Washington at Kearney,119
46,Washington at Kearney,47,Post at Kearney,31
46,Washington at Kearney,45,Commercial at Montgomery,8
46,Washington at Kearney,51,Embarcadero at Folsom,8
46,Washington at Kearney,50,Harry Bridges Plaza (Ferry Building),59
46,Washington at Kearney,49,Spear at Folsom,5
46,Washington at Kearney,48,Embarcadero at Vallejo,44
46,Washington at Kearney,55,Temporary Transbay Terminal (Howard at Beale),2
46,Washington at Kearney,54,Embarcadero at Bryant,6
46,Washington at Kearney,59,Golden Gate at Polk,8
46,Washington at Kearney,58,San Francisco City Hall,10
46,Washington at Kearney,57,5th at Howard,21
46,Washington at Kearney,56,Beale at Market,10
46,Washington at Kearney,63,Howard at 2nd,9
46,Washington at Kearney,62,2nd at Folsom,2
46,Washington at Kearney,61,2nd at Townsend,22
46,Washington at Kearney,60,Embarcadero at Sansome,122
47,Post at Kearney,68,Yerba Buena Center of the Arts (3rd @ Howard),15
47,Post at Kearney,69,San Francisco Caltrain 2 (330 Townsend),7
47,Post at Kearney,70,San Francisco Caltrain (Townsend at 4th),21
47,Post at Kearney,71,Powell at Post (Union Square),28
47,Post at Kearney,64,2nd at South Park,17
47,Post at Kearney,65,Townsend at 7th,2
47,Post at Kearney,66,South Van Ness at Market,12
47,Post at Kearney,67,Market at 10th,15
47,Post at Kearney,76,Market at 4th,14
47,Post at Kearney,77,Market at Sansome,8
47,Post at Kearney,72,Civic Center BART (7th at Market),26
47,Post at Kearney,73,Grant Avenue at Columbus Avenue,45
47,Post at Kearney,74,Steuart at Market,40
47,Post at Kearney,75,Mechanics Plaza (Market at Battery),9
47,Post at Kearney,82,Broadway St at Battery St,17
47,Post at Kearney,39,Powell Street BART,13
47,Post at Kearney,42,Davis at Jackson,1
47,Post at Kearney,41,Clay at Battery,10
47,Post at Kearney,46,Washington at Kearney,24
47,Post at Kearney,47,Post at Kearney,59
47,Post at Kearney,45,Commercial at Montgomery,11
47,Post at Kearney,51,Embarcadero at Folsom,8
47,Post at Kearney,50,Harry Bridges Plaza (Ferry Building),51
47,Post at Kearney,49,Spear at Folsom,5
47,Post at Kearney,48,Embarcadero at Vallejo,26
47,Post at Kearney,55,Temporary Transbay Terminal (Howard at Beale),4
47,Post at Kearney,54,Embarcadero at Bryant,14
47,Post at Kearney,59,Golden Gate at Polk,11
47,Post at Kearney,58,San Francisco City Hall,9
47,Post at Kearney,57,5th at Howard,7
47,Post at Kearney,56,Beale at Market,14
47,Post at Kearney,63,Howard at 2nd,8
47,Post at Kearney,62,2nd at Folsom,9
47,Post at Kearney,61,2nd at Townsend,27
47,Post at Kearney,60,Embarcadero at Sansome,93
45,Commercial at Montgomery,68,Yerba Buena Center of the Arts (3rd @ Howard),7
45,Commercial at Montgomery,69,San Francisco Caltrain 2 (330 Townsend),14
45,Commercial at Montgomery,70,San Francisco Caltrain (Townsend at 4th),22
45,Commercial at Montgomery,71,Powell at Post (Union Square),39
45,Commercial at Montgomery,64,2nd at South Park,18
45,Commercial at Montgomery,65,Townsend at 7th,11
45,Commercial at Montgomery,66,South Van Ness at Market,7
45,Commercial at Montgomery,67,Market at 10th,8
45,Commercial at Montgomery,76,Market at 4th,30
45,Commercial at Montgomery,77,Market at Sansome,7
45,Commercial at Montgomery,72,Civic Center BART (7th at Market),8
45,Commercial at Montgomery,73,Grant Avenue at Columbus Avenue,16
45,Commercial at Montgomery,74,Steuart at Market,14
45,Commercial at Montgomery,75,Mechanics Plaza (Market at Battery),8
45,Commercial at Montgomery,82,Broadway St at Battery St,2
45,Commercial at Montgomery,39,Powell Street BART,25
45,Commercial at Montgomery,42,Davis at Jackson,8
45,Commercial at Montgomery,41,Clay at Battery,8
45,Commercial at Montgomery,46,Washington at Kearney,5
45,Commercial at Montgomery,47,Post at Kearney,13
45,Commercial at Montgomery,45,Commercial at Montgomery,64
45,Commercial at Montgomery,51,Embarcadero at Folsom,5
45,Commercial at Montgomery,50,Harry Bridges Plaza (Ferry Building),40
45,Commercial at Montgomery,49,Spear at Folsom,4
45,Commercial at Montgomery,48,Embarcadero at Vallejo,13
45,Commercial at Montgomery,55,Temporary Transbay Terminal (Howard at Beale),5
45,Commercial at Montgomery,54,Embarcadero at Bryant,6
45,Commercial at Montgomery,59,Golden Gate at Polk,2
45,Commercial at Montgomery,58,San Francisco City Hall,4
45,Commercial at Montgomery,57,5th at Howard,8
45,Commercial at Montgomery,56,Beale at Market,7
45,Commercial at Montgomery,63,Howard at 2nd,3
45,Commercial at Montgomery,62,2nd at Folsom,3
45,Commercial at Montgomery,61,2nd at Townsend,36
45,Commercial at Montgomery,60,Embarcadero at Sansome,51
51,Embarcadero at Folsom,68,Yerba Buena Center of the Arts (3rd @ Howard),22
51,Embarcadero at Folsom,69,San Francisco Caltrain 2 (330 Townsend),27
51,Embarcadero at Folsom,70,San Francisco Caltrain (Townsend at 4th),78
51,Embarcadero at Folsom,71,Powell at Post (Union Square),19
51,Embarcadero at Folsom,64,2nd at South Park,21
51,Embarcadero at Folsom,65,Townsend at 7th,22
51,Embarcadero at Folsom,66,South Van Ness at Market,5
51,Embarcadero at Folsom,67,Market at 10th,18
51,Embarcadero at Folsom,76,Market at 4th,38
51,Embarcadero at Folsom,77,Market at Sansome,13
51,Embarcadero at Folsom,72,Civic Center BART (7th at Market),4
51,Embarcadero at Folsom,73,Grant Avenue at Columbus Avenue,21
51,Embarcadero at Folsom,74,Steuart at Market,11
51,Embarcadero at Folsom,75,Mechanics Plaza (Market at Battery),15
51,Embarcadero at Folsom,82,Broadway St at Battery St,8
51,Embarcadero at Folsom,39,Powell Street BART,10
51,Embarcadero at Folsom,42,Davis at Jackson,5
51,Embarcadero at Folsom,41,Clay at Battery,7
51,Embarcadero at Folsom,46,Washington at Kearney,5
51,Embarcadero at Folsom,47,Post at Kearney,9
51,Embarcadero at Folsom,45,Commercial at Montgomery,4
51,Embarcadero at Folsom,51,Embarcadero at Folsom,74
51,Embarcadero at Folsom,50,Harry Bridges Plaza (Ferry Building),34
51,Embarcadero at Folsom,49,Spear at Folsom,7
51,Embarcadero at Folsom,48,Embarcadero at Vallejo,28
51,Embarcadero at Folsom,55,Temporary Transbay Terminal (Howard at Beale),1
51,Embarcadero at Folsom,54,Embarcadero at Bryant,29
51,Embarcadero at Folsom,59,Golden Gate at Polk,2
51,Embarcadero at Folsom,58,San Francisco City Hall,2
51,Embarcadero at Folsom,57,5th at Howard,8
51,Embarcadero at Folsom,56,Beale at Market,2
51,Embarcadero at Folsom,63,Howard at 2nd,12
51,Embarcadero at Folsom,62,2nd at Folsom,7
51,Embarcadero at Folsom,61,2nd at Townsend,104
51,Embarcadero at Folsom,60,Embarcadero at Sansome,120
50,Harry Bridges Plaza (Ferry Building),68,Yerba Buena Center of the Arts (3rd @ Howard),59
50,Harry Bridges Plaza (Ferry Building),69,San Francisco Caltrain 2 (330 Townsend),52
50,Harry Bridges Plaza (Ferry Building),70,San Francisco Caltrain (Townsend at 4th),156
50,Harry Bridges Plaza (Ferry Building),71,Powell at Post (Union Square),159
50,Harry Bridges Plaza (Ferry Building),64,2nd at South Park,54
50,Harry Bridges Plaza (Ferry Building),65,Townsend at 7th,41
50,Harry Bridges Plaza (Ferry Building),66,South Van Ness at Market,62
50,Harry Bridges Plaza (Ferry Building),67,Market at 10th,55
50,Harry Bridges Plaza (Ferry Building),76,Market at 4th,169
50,Harry Bridges Plaza (Ferry Building),77,Market at Sansome,67
50,Harry Bridges Plaza (Ferry Building),72,Civic Center BART (7th at Market),30
50,Harry Bridges Plaza (Ferry Building),73,Grant Avenue at Columbus Avenue,160
50,Harry Bridges Plaza (Ferry Building),74,Steuart at Market,39
50,Harry Bridges Plaza (Ferry Building),75,Mechanics Plaza (Market at Battery),54
50,Harry Bridges Plaza (Ferry Building),82,Broadway St at Battery St,37
50,Harry Bridges Plaza (Ferry Building),39,Powell Street BART,153
50,Harry Bridges Plaza (Ferry Building),42,Davis at Jackson,19
50,Harry Bridges Plaza (Ferry Building),41,Clay at Battery,33
50,Harry Bridges Plaza (Ferry Building),46,Washington at Kearney,62
50,Harry Bridges Plaza (Ferry Building),47,Post at Kearney,42
50,Harry Bridges Plaza (Ferry Building),45,Commercial at Montgomery,26
50,Harry Bridges Plaza (Ferry Building),51,Embarcadero at Folsom,19
50,Harry Bridges Plaza (Ferry Building),50,Harry Bridges Plaza (Ferry Building),606
50,Harry Bridges Plaza (Ferry Building),49,Spear at Folsom,21
50,Harry Bridges Plaza (Ferry Building),48,Embarcadero at Vallejo,286
50,Harry Bridges Plaza (Ferry Building),55,Temporary Transbay Terminal (Howard at Beale),9
50,Harry Bridges Plaza (Ferry Building),54,Embarcadero at Bryant,86
50,Harry Bridges Plaza (Ferry Building),59,Golden Gate at Polk,30
50,Harry Bridges Plaza (Ferry Building),58,San Francisco City Hall,21
50,Harry Bridges Plaza (Ferry Building),57,5th at Howard,43
50,Harry Bridges Plaza (Ferry Building),56,Beale at Market,19
50,Harry Bridges Plaza (Ferry Building),63,Howard at 2nd,21
50,Harry Bridges Plaza (Ferry Building),62,2nd at Folsom,14
50,Harry Bridges Plaza (Ferry Building),61,2nd at Townsend,186
50,Harry Bridges Plaza (Ferry Building),60,Embarcadero at Sansome,1154
49,Spear at Folsom,68,Yerba Buena Center of the Arts (3rd @ Howard),27
49,Spear at Folsom,69,San Francisco Caltrain 2 (330 Townsend),16
49,Spear at Folsom,70,San Francisco Caltrain (Townsend at 4th),38
49,Spear at Folsom,71,Powell at Post (Union Square),9
49,Spear at Folsom,64,2nd at South Park,6
49,Spear at Folsom,65,Townsend at 7th,20
49,Spear at Folsom,66,South Van Ness at Market,7
49,Spear at Folsom,67,Market at 10th,11
49,Spear at Folsom,76,Market at 4th,11
49,Spear at Folsom,77,Market at Sansome,7
49,Spear at Folsom,72,Civic Center BART (7th at Market),5
49,Spear at Folsom,73,Grant Avenue at Columbus Avenue,16
49,Spear at Folsom,74,Steuart at Market,24
49,Spear at Folsom,75,Mechanics Plaza (Market at Battery),5
49,Spear at Folsom,82,Broadway St at Battery St,6
49,Spear at Folsom,39,Powell Street BART,14
49,Spear at Folsom,42,Davis at Jackson,6
49,Spear at Folsom,41,Clay at Battery,10
49,Spear at Folsom,46,Washington at Kearney,2
49,Spear at Folsom,47,Post at Kearney,5
49,Spear at Folsom,45,Commercial at Montgomery,3
49,Spear at Folsom,51,Embarcadero at Folsom,4
49,Spear at Folsom,50,Harry Bridges Plaza (Ferry Building),39
49,Spear at Folsom,49,Spear at Folsom,76
49,Spear at Folsom,48,Embarcadero at Vallejo,21
49,Spear at Folsom,54,Embarcadero at Bryant,10
49,Spear at Folsom,58,San Francisco City Hall,1
49,Spear at Folsom,57,5th at Howard,13
49,Spear at Folsom,56,Beale at Market,13
49,Spear at Folsom,63,Howard at 2nd,17
49,Spear at Folsom,62,2nd at Folsom,8
49,Spear at Folsom,61,2nd at Townsend,36
49,Spear at Folsom,60,Embarcadero at Sansome,61
48,Embarcadero at Vallejo,68,Yerba Buena Center of the Arts (3rd @ Howard),15
48,Embarcadero at Vallejo,69,San Francisco Caltrain 2 (330 Townsend),18
48,Embarcadero at Vallejo,70,San Francisco Caltrain (Townsend at 4th),58
48,Embarcadero at Vallejo,71,Powell at Post (Union Square),35
48,Embarcadero at Vallejo,64,2nd at South Park,8
48,Embarcadero at Vallejo,65,Townsend at 7th,6
48,Embarcadero at Vallejo,66,South Van Ness at Market,5
48,Embarcadero at Vallejo,67,Market at 10th,14
48,Embarcadero at Vallejo,76,Market at 4th,71
48,Embarcadero at Vallejo,77,Market at Sansome,17
48,Embarcadero at Vallejo,72,Civic Center BART (7th at Market),14
48,Embarcadero at Vallejo,73,Grant Avenue at Columbus Avenue,69
48,Embarcadero at Vallejo,74,Steuart at Market,44
48,Embarcadero at Vallejo,75,Mechanics Plaza (Market at Battery),27
48,Embarcadero at Vallejo,82,Broadway St at Battery St,14
48,Embarcadero at Vallejo,39,Powell Street BART,54
48,Embarcadero at Vallejo,42,Davis at Jackson,13
48,Embarcadero at Vallejo,41,Clay at Battery,16
48,Embarcadero at Vallejo,46,Washington at Kearney,21
48,Embarcadero at Vallejo,47,Post at Kearney,20
48,Embarcadero at Vallejo,45,Commercial at Montgomery,20
48,Embarcadero at Vallejo,51,Embarcadero at Folsom,24
48,Embarcadero at Vallejo,50,Harry Bridges Plaza (Ferry Building),147
48,Embarcadero at Vallejo,49,Spear at Folsom,10
48,Embarcadero at Vallejo,48,Embarcadero at Vallejo,193
48,Embarcadero at Vallejo,55,Temporary Transbay Terminal (Howard at Beale),8
48,Embarcadero at Vallejo,54,Embarcadero at Bryant,38
48,Embarcadero at Vallejo,59,Golden Gate at Polk,9
48,Embarcadero at Vallejo,58,San Francisco City Hall,7
48,Embarcadero at Vallejo,57,5th at Howard,21
48,Embarcadero at Vallejo,56,Beale at Market,23
48,Embarcadero at Vallejo,63,Howard at 2nd,3
48,Embarcadero at Vallejo,62,2nd at Folsom,10
48,Embarcadero at Vallejo,61,2nd at Townsend,61
48,Embarcadero at Vallejo,60,Embarcadero at Sansome,420
55,Temporary Transbay Terminal (Howard at Beale),68,Yerba Buena Center of the Arts (3rd @ Howard),20
55,Temporary Transbay Terminal (Howard at Beale),69,San Francisco Caltrain 2 (330 Townsend),11
55,Temporary Transbay Terminal (Howard at Beale),70,San Francisco Caltrain (Townsend at 4th),38
55,Temporary Transbay Terminal (Howard at Beale),71,Powell at Post (Union Square),9
55,Temporary Transbay Terminal (Howard at Beale),64,2nd at South Park,4
55,Temporary Transbay Terminal (Howard at Beale),65,Townsend at 7th,9
55,Temporary Transbay Terminal (Howard at Beale),66,South Van Ness at Market,12
55,Temporary Transbay Terminal (Howard at Beale),67,Market at 10th,11
55,Temporary Transbay Terminal (Howard at Beale),76,Market at 4th,21
55,Temporary Transbay Terminal (Howard at Beale),77,Market at Sansome,7
55,Temporary Transbay Terminal (Howard at Beale),72,Civic Center BART (7th at Market),6
55,Temporary Transbay Terminal (Howard at Beale),73,Grant Avenue at Columbus Avenue,10
55,Temporary Transbay Terminal (Howard at Beale),74,Steuart at Market,7
55,Temporary Transbay Terminal (Howard at Beale),75,Mechanics Plaza (Market at Battery),7
55,Temporary Transbay Terminal (Howard at Beale),82,Broadway St at Battery St,4
55,Temporary Transbay Terminal (Howard at Beale),39,Powell Street BART,24
55,Temporary Transbay Terminal (Howard at Beale),42,Davis at Jackson,4
55,Temporary Transbay Terminal (Howard at Beale),41,Clay at Battery,4
55,Temporary Transbay Terminal (Howard at Beale),46,Washington at Kearney,4
55,Temporary Transbay Terminal (Howard at Beale),47,Post at Kearney,6
55,Temporary Transbay Terminal (Howard at Beale),45,Commercial at Montgomery,8
55,Temporary Transbay Terminal (Howard at Beale),50,Harry Bridges Plaza (Ferry Building),12
55,Temporary Transbay Terminal (Howard at Beale),49,Spear at Folsom,1
55,Temporary Transbay Terminal (Howard at Beale),48,Embarcadero at Vallejo,8
55,Temporary Transbay Terminal (Howard at Beale),55,Temporary Transbay Terminal (Howard at Beale),32
55,Temporary Transbay Terminal (Howard at Beale),54,Embarcadero at Bryant,8
55,Temporary Transbay Terminal (Howard at Beale),59,Golden Gate at Polk,1
55,Temporary Transbay Terminal (Howard at Beale),58,San Francisco City Hall,4
55,Temporary Transbay Terminal (Howard at Beale),57,5th at Howard,20
55,Temporary Transbay Terminal (Howard at Beale),56,Beale at Market,3
55,Temporary Transbay Terminal (Howard at Beale),63,Howard at 2nd,7
55,Temporary Transbay Terminal (Howard at Beale),62,2nd at Folsom,3
55,Temporary Transbay Terminal (Howard at Beale),61,2nd at Townsend,22
55,Temporary Transbay Terminal (Howard at Beale),60,Embarcadero at Sansome,22
54,Embarcadero at Bryant,68,Yerba Buena Center of the Arts (3rd @ Howard),6
54,Embarcadero at Bryant,69,San Francisco Caltrain 2 (330 Townsend),28
54,Embarcadero at Bryant,70,San Francisco Caltrain (Townsend at 4th),49
54,Embarcadero at Bryant,71,Powell at Post (Union Square),27
54,Embarcadero at Bryant,64,2nd at South Park,6
54,Embarcadero at Bryant,65,Townsend at 7th,25
54,Embarcadero at Bryant,66,South Van Ness at Market,9
54,Embarcadero at Bryant,67,Market at 10th,4
54,Embarcadero at Bryant,76,Market at 4th,12
54,Embarcadero at Bryant,77,Market at Sansome,13
54,Embarcadero at Bryant,72,Civic Center BART (7th at Market),2
54,Embarcadero at Bryant,73,Grant Avenue at Columbus Avenue,20
54,Embarcadero at Bryant,74,Steuart at Market,40
54,Embarcadero at Bryant,75,Mechanics Plaza (Market at Battery),20
54,Embarcadero at Bryant,82,Broadway St at Battery St,11
54,Embarcadero at Bryant,39,Powell Street BART,10
54,Embarcadero at Bryant,42,Davis at Jackson,7
54,Embarcadero at Bryant,41,Clay at Battery,20
54,Embarcadero at Bryant,46,Washington at Kearney,5
54,Embarcadero at Bryant,47,Post at Kearney,11
54,Embarcadero at Bryant,45,Commercial at Montgomery,5
54,Embarcadero at Bryant,51,Embarcadero at Folsom,33
54,Embarcadero at Bryant,50,Harry Bridges Plaza (Ferry Building),118
54,Embarcadero at Bryant,49,Spear at Folsom,1
54,Embarcadero at Bryant,48,Embarcadero at Vallejo,73
54,Embarcadero at Bryant,55,Temporary Transbay Terminal (Howard at Beale),5
54,Embarcadero at Bryant,54,Embarcadero at Bryant,133
54,Embarcadero at Bryant,59,Golden Gate at Polk,6
54,Embarcadero at Bryant,58,San Francisco City Hall,4
54,Embarcadero at Bryant,57,5th at Howard,4
54,Embarcadero at Bryant,56,Beale at Market,11
54,Embarcadero at Bryant,63,Howard at 2nd,8
54,Embarcadero at Bryant,62,2nd at Folsom,1
54,Embarcadero at Bryant,61,2nd at Townsend,63
54,Embarcadero at Bryant,60,Embarcadero at Sansome,187
59,Golden Gate at Polk,68,Yerba Buena Center of the Arts (3rd @ Howard),3
59,Golden Gate at Polk,69,San Francisco Caltrain 2 (330 Townsend),10
59,Golden Gate at Polk,70,San Francisco Caltrain (Townsend at 4th),9
59,Golden Gate at Polk,71,Powell at Post (Union Square),45
59,Golden Gate at Polk,64,2nd at South Park,4
59,Golden Gate at Polk,65,Townsend at 7th,9
59,Golden Gate at Polk,66,South Van Ness at Market,24
59,Golden Gate at Polk,67,Market at 10th,11
59,Golden Gate at Polk,76,Market at 4th,22
59,Golden Gate at Polk,77,Market at Sansome,28
59,Golden Gate at Polk,72,Civic Center BART (7th at Market),4
59,Golden Gate at Polk,73,Grant Avenue at Columbus Avenue,8
59,Golden Gate at Polk,74,Steuart at Market,25
59,Golden Gate at Polk,75,Mechanics Plaza (Market at Battery),3
59,Golden Gate at Polk,82,Broadway St at Battery St,4
59,Golden Gate at Polk,39,Powell Street BART,35
59,Golden Gate at Polk,42,Davis at Jackson,3
59,Golden Gate at Polk,41,Clay at Battery,10
59,Golden Gate at Polk,46,Washington at Kearney,6
59,Golden Gate at Polk,47,Post at Kearney,10
59,Golden Gate at Polk,45,Commercial at Montgomery,2
59,Golden Gate at Polk,50,Harry Bridges Plaza (Ferry Building),26
59,Golden Gate at Polk,49,Spear at Folsom,2
59,Golden Gate at Polk,48,Embarcadero at Vallejo,10
59,Golden Gate at Polk,55,Temporary Transbay Terminal (Howard at Beale),1
59,Golden Gate at Polk,59,Golden Gate at Polk,71
59,Golden Gate at Polk,58,San Francisco City Hall,22
59,Golden Gate at Polk,57,5th at Howard,15
59,Golden Gate at Polk,56,Beale at Market,6
59,Golden Gate at Polk,63,Howard at 2nd,2
59,Golden Gate at Polk,62,2nd at Folsom,4
59,Golden Gate at Polk,61,2nd at Townsend,7
59,Golden Gate at Polk,60,Embarcadero at Sansome,28
58,San Francisco City Hall,68,Yerba Buena Center of the Arts (3rd @ Howard),6
58,San Francisco City Hall,69,San Francisco Caltrain 2 (330 Townsend),8
58,San Francisco City Hall,70,San Francisco Caltrain (Townsend at 4th),5
58,San Francisco City Hall,71,Powell at Post (Union Square),33
58,San Francisco City Hall,64,2nd at South Park,1
58,San Francisco City Hall,65,Townsend at 7th,8
58,San Francisco City Hall,66,South Van Ness at Market,26
58,San Francisco City Hall,67,Market at 10th,33
58,San Francisco City Hall,76,Market at 4th,43
58,San Francisco City Hall,77,Market at Sansome,14
58,San Francisco City Hall,72,Civic Center BART (7th at Market),14
58,San Francisco City Hall,73,Grant Avenue at Columbus Avenue,21
58,San Francisco City Hall,74,Steuart at Market,25
58,San Francisco City Hall,75,Mechanics Plaza (Market at Battery),6
58,San Francisco City Hall,82,Broadway St at Battery St,3
58,San Francisco City Hall,39,Powell Street BART,44
58,San Francisco City Hall,42,Davis at Jackson,1
58,San Francisco City Hall,41,Clay at Battery,4
58,San Francisco City Hall,46,Washington at Kearney,12
58,San Francisco City Hall,47,Post at Kearney,4
58,San Francisco City Hall,45,Commercial at Montgomery,8
58,San Francisco City Hall,51,Embarcadero at Folsom,3
58,San Francisco City Hall,50,Harry Bridges Plaza (Ferry Building),22
58,San Francisco City Hall,49,Spear at Folsom,3
58,San Francisco City Hall,48,Embarcadero at Vallejo,3
58,San Francisco City Hall,55,Temporary Transbay Terminal (Howard at Beale),1
58,San Francisco City Hall,59,Golden Gate at Polk,14
58,San Francisco City Hall,58,San Francisco City Hall,60
58,San Francisco City Hall,57,5th at Howard,6
58,San Francisco City Hall,56,Beale at Market,3
58,San Francisco City Hall,63,Howard at 2nd,2
58,San Francisco City Hall,62,2nd at Folsom,11
58,San Francisco City Hall,61,2nd at Townsend,6
58,San Francisco City Hall,60,Embarcadero at Sansome,47
57,5th at Howard,68,Yerba Buena Center of the Arts (3rd @ Howard),9
57,5th at Howard,69,San Francisco Caltrain 2 (330 Townsend),40
57,5th at Howard,70,San Francisco Caltrain (Townsend at 4th),17
57,5th at Howard,71,Powell at Post (Union Square),37
57,5th at Howard,64,2nd at South Park,19
57,5th at Howard,65,Townsend at 7th,14
57,5th at Howard,66,South Van Ness at Market,32
57,5th at Howard,67,Market at 10th,29
57,5th at Howard,76,Market at 4th,16
57,5th at Howard,77,Market at Sansome,12
57,5th at Howard,72,Civic Center BART (7th at Market),9
57,5th at Howard,73,Grant Avenue at Columbus Avenue,26
57,5th at Howard,74,Steuart at Market,27
57,5th at Howard,75,Mechanics Plaza (Market at Battery),11
57,5th at Howard,82,Broadway St at Battery St,13
57,5th at Howard,39,Powell Street BART,47
57,5th at Howard,42,Davis at Jackson,2
57,5th at Howard,41,Clay at Battery,6
57,5th at Howard,46,Washington at Kearney,9
57,5th at Howard,47,Post at Kearney,15
57,5th at Howard,45,Commercial at Montgomery,11
57,5th at Howard,51,Embarcadero at Folsom,12
57,5th at Howard,50,Harry Bridges Plaza (Ferry Building),64
57,5th at Howard,49,Spear at Folsom,11
57,5th at Howard,48,Embarcadero at Vallejo,20
57,5th at Howard,55,Temporary Transbay Terminal (Howard at Beale),20
57,5th at Howard,54,Embarcadero at Bryant,11
57,5th at Howard,59,Golden Gate at Polk,12
57,5th at Howard,58,San Francisco City Hall,8
57,5th at Howard,57,5th at Howard,106
57,5th at Howard,56,Beale at Market,12
57,5th at Howard,63,Howard at 2nd,16
57,5th at Howard,62,2nd at Folsom,10
57,5th at Howard,61,2nd at Townsend,15
57,5th at Howard,60,Embarcadero at Sansome,80
56,Beale at Market,68,Yerba Buena Center of the Arts (3rd @ Howard),3
56,Beale at Market,69,San Francisco Caltrain 2 (330 Townsend),15
56,Beale at Market,70,San Francisco Caltrain (Townsend at 4th),32
56,Beale at Market,71,Powell at Post (Union Square),29
56,Beale at Market,64,2nd at South Park,16
56,Beale at Market,65,Townsend at 7th,10
56,Beale at Market,66,South Van Ness at Market,8
56,Beale at Market,67,Market at 10th,22
56,Beale at Market,76,Market at 4th,42
56,Beale at Market,77,Market at Sansome,17
56,Beale at Market,72,Civic Center BART (7th at Market),19
56,Beale at Market,73,Grant Avenue at Columbus Avenue,23
56,Beale at Market,74,Steuart at Market,29
56,Beale at Market,75,Mechanics Plaza (Market at Battery),6
56,Beale at Market,83,Mezes Park,1
56,Beale at Market,82,Broadway St at Battery St,8
56,Beale at Market,39,Powell Street BART,35
56,Beale at Market,42,Davis at Jackson,2
56,Beale at Market,41,Clay at Battery,1
56,Beale at Market,46,Washington at Kearney,14
56,Beale at Market,47,Post at Kearney,6
56,Beale at Market,45,Commercial at Montgomery,6
56,Beale at Market,51,Embarcadero at Folsom,3
56,Beale at Market,50,Harry Bridges Plaza (Ferry Building),30
56,Beale at Market,49,Spear at Folsom,5
56,Beale at Market,48,Embarcadero at Vallejo,38
56,Beale at Market,55,Temporary Transbay Terminal (Howard at Beale),4
56,Beale at Market,54,Embarcadero at Bryant,12
56,Beale at Market,59,Golden Gate at Polk,5
56,Beale at Market,58,San Francisco City Hall,6
56,Beale at Market,57,5th at Howard,21
56,Beale at Market,56,Beale at Market,84
56,Beale at Market,63,Howard at 2nd,6
56,Beale at Market,62,2nd at Folsom,10
56,Beale at Market,61,2nd at Townsend,35
56,Beale at Market,60,Embarcadero at Sansome,80
63,Howard at 2nd,68,Yerba Buena Center of the Arts (3rd @ Howard),15
63,Howard at 2nd,69,San Francisco Caltrain 2 (330 Townsend),19
63,Howard at 2nd,70,San Francisco Caltrain (Townsend at 4th),31
63,Howard at 2nd,71,Powell at Post (Union Square),20
63,Howard at 2nd,64,2nd at South Park,20
63,Howard at 2nd,65,Townsend at 7th,11
63,Howard at 2nd,66,South Van Ness at Market,12
63,Howard at 2nd,67,Market at 10th,16
63,Howard at 2nd,76,Market at 4th,19
63,Howard at 2nd,77,Market at Sansome,16
63,Howard at 2nd,72,Civic Center BART (7th at Market),4
63,Howard at 2nd,73,Grant Avenue at Columbus Avenue,11
63,Howard at 2nd,74,Steuart at Market,16
63,Howard at 2nd,75,Mechanics Plaza (Market at Battery),6
63,Howard at 2nd,82,Broadway St at Battery St,3
63,Howard at 2nd,39,Powell Street BART,24
63,Howard at 2nd,42,Davis at Jackson,2
63,Howard at 2nd,41,Clay at Battery,2
63,Howard at 2nd,46,Washington at Kearney,3
63,Howard at 2nd,47,Post at Kearney,9
63,Howard at 2nd,45,Commercial at Montgomery,2
63,Howard at 2nd,51,Embarcadero at Folsom,14
63,Howard at 2nd,50,Harry Bridges Plaza (Ferry Building),35
63,Howard at 2nd,49,Spear at Folsom,4
63,Howard at 2nd,48,Embarcadero at Vallejo,20
63,Howard at 2nd,55,Temporary Transbay Terminal (Howard at Beale),3
63,Howard at 2nd,54,Embarcadero at Bryant,5
63,Howard at 2nd,59,Golden Gate at Polk,2
63,Howard at 2nd,58,San Francisco City Hall,4
63,Howard at 2nd,57,5th at Howard,22
63,Howard at 2nd,56,Beale at Market,2
63,Howard at 2nd,63,Howard at 2nd,34
63,Howard at 2nd,62,2nd at Folsom,3
63,Howard at 2nd,61,2nd at Townsend,19
63,Howard at 2nd,60,Embarcadero at Sansome,56
62,2nd at Folsom,68,Yerba Buena Center of the Arts (3rd @ Howard),12
62,2nd at Folsom,69,San Francisco Caltrain 2 (330 Townsend),20
62,2nd at Folsom,70,San Francisco Caltrain (Townsend at 4th),33
62,2nd at Folsom,71,Powell at Post (Union Square),16
62,2nd at Folsom,64,2nd at South Park,12
62,2nd at Folsom,65,Townsend at 7th,24
62,2nd at Folsom,66,South Van Ness at Market,5
62,2nd at Folsom,67,Market at 10th,7
62,2nd at Folsom,76,Market at 4th,13
62,2nd at Folsom,77,Market at Sansome,17
62,2nd at Folsom,72,Civic Center BART (7th at Market),9
62,2nd at Folsom,73,Grant Avenue at Columbus Avenue,20
62,2nd at Folsom,74,Steuart at Market,7
